Phase,AgentID,Starting Room Name,Starting Node,Room Name,Path,Agent Type,Environmental Preference,Circulation Preference,Spatial Preference,Target Normalized Degree Centrality,Target Normalized Closeness Centrality,Target Normalized Betweenness Centrality,Target Normalized PageRank,Target Normalized Clustering,Target Normalized Core Number,Target Normalized Circulation Index,Target Normalized Occupancy,Target Normalized Isovist Area,Target Normalized Perimeter,Target Normalized Compactness,Target Normalized Circularity,Target Normalized Convex Deficiency,Target Normalized Occlusivity,Target Normalized Skewness,Target Normalized Dispersion,Target Normalized Elongation,Target Normalized Incident Radiation,Target Normalized Sunlight Hours,Target Normalized Daylight Factor,Target Normalized Standard Effective Temperature,Target Normalized Predicted Mean Vote,Target Normalized Comfort Acceptance,Target Normalized Subject Condition,Toilet Break Interval,Cafe Break Intervals,Environmental Average,Circulation Average,Spatial Average,Dominant Preference,Target Node Index,Target Node Name
2,1546,SIM: CC,543,SIM: CC,,Staff,0.2461538461538461,0.2717948717948718,0.482051282051282,0.98,0.82,0.77,0.7,0.91,0.8,0.17,0.98,0.08,0.43,0.06,0.68,0.0,0.32,0.97,0.2,0.15,0.04,0.78,0.22,0.62,0.79,0.64,0.32,0.02,0.62,0.4871,0.7357,0.3425,Spatial Preference,600,PUBLIC CORR.
2,1547,HEALTH ASSESSMENT,413,HEALTH ASSESSMENT,,Staff,0.2329545454545454,0.4375,0.3295454545454546,0.14,0.54,0.57,0.3,0.82,0.55,0.41,0.96,0.05,0.23,0.22,0.79,0.06,0.01,0.02,0.5,0.45,0.0,0.49,0.52,0.6,0.99,0.48,0.8,0.06,0.76,0.5543,0.4757,0.235,Circulation Preference,514,ADMIN CORR.
2,1548,ADMIN ENTRY,380,ADMIN ENTRY,,Staff,0.4751773049645389,0.0709219858156028,0.4539007092198581,0.65,0.46,0.69,0.88,0.79,0.37,0.55,0.28,0.4,0.29,1.0,0.48,0.78,0.79,0.33,0.86,0.58,0.78,0.18,0.75,0.11,0.91,0.52,1.0,0.87,0.8,0.6071,0.6271,0.6163,Environmental Preference,9,BUILDING LOBBY
2,1549,CLO.,242,CLO.,,Staff,0.1595744680851064,0.3297872340425532,0.5106382978723404,0.47,0.7,0.69,0.19,0.37,0.18,0.48,0.1,0.68,0.0,0.66,0.02,0.1,0.18,0.01,0.78,0.59,0.77,0.59,0.82,0.95,0.59,0.94,0.02,0.51,0.13,0.6686,0.44,0.3038,Spatial Preference,396,EAST ATRIUM
2,1550,FURN STOR,23,FURN STOR,,Staff,0.7130434782608694,0.2434782608695652,0.0434782608695652,0.52,0.8,0.35,0.24,0.3,0.84,0.87,0.71,0.7,0.25,0.39,0.13,0.62,0.44,0.05,0.25,0.65,0.49,0.28,0.73,0.98,0.64,0.9,0.76,0.94,0.96,0.6829,0.56,0.3537,Environmental Preference,377,PUBLIC (STAIR)
2,1551,HEALTH ASSESSMENT,413,HEALTH ASSESSMENT,,Staff,0.3361344537815126,0.3697478991596639,0.2941176470588235,0.44,0.61,0.43,0.56,0.75,0.69,0.19,0.52,0.45,0.65,0.26,0.49,0.46,0.62,0.36,0.39,0.73,0.87,0.79,0.36,0.07,0.48,0.87,0.59,0.32,0.79,0.5757,0.5243,0.46,Circulation Preference,234,ADMIN CORR.
2,1552,CLO.,462,CLO.,,Staff,0.4226190476190476,0.0595238095238095,0.5178571428571429,0.35,0.89,0.41,0.94,0.46,0.06,0.11,0.95,0.71,0.03,0.69,0.34,0.6,0.6,0.19,0.18,0.72,0.11,0.61,0.36,0.6,0.14,0.04,0.41,0.82,0.56,0.3243,0.46,0.4175,Spatial Preference,421,MAKER SPACE STORAGE
2,1553,EQUIP.,515,EQUIP.,,Staff,0.0384615384615384,0.4807692307692307,0.4807692307692307,0.81,0.22,0.85,0.59,0.07,0.9,0.78,0.93,0.66,0.91,0.67,0.38,0.81,0.6,0.78,0.27,0.86,0.43,0.18,0.16,0.08,0.65,0.85,0.61,0.61,0.48,0.4229,0.6029,0.635,Circulation Preference,469,OPEN HUDDLE
2,1554,MAINT CLOSET,74,MAINT CLOSET,,Staff,0.5229885057471264,0.0632183908045977,0.4137931034482758,0.65,0.93,0.28,0.82,0.22,0.21,0.66,0.34,0.73,0.23,0.34,0.17,0.72,0.05,0.66,0.41,0.86,0.68,0.9,0.71,0.37,0.98,0.24,0.04,0.12,0.41,0.56,0.5386,0.4138,Environmental Preference,28,STUDENT COLLABORATION
2,1555,MACH RM,8,MACH RM,,Staff,0.8130841121495327,0.0,0.1869158878504672,0.49,0.22,0.68,0.97,0.32,0.2,0.28,0.42,0.08,0.0,0.24,0.76,0.4,0.88,0.76,0.62,0.79,0.11,0.45,0.68,0.22,0.95,0.12,0.72,0.03,0.4,0.4643,0.4514,0.4675,Environmental Preference,516,WEST ATRIUM
2,1556,SHOWER,5,SHOWER,,Staff,0.3096774193548386,0.5161290322580645,0.1741935483870967,0.12,0.57,0.16,0.14,0.06,0.19,0.82,0.41,0.01,0.27,0.08,0.75,0.87,0.15,0.41,0.84,0.05,1.0,0.26,0.11,0.74,0.04,0.64,0.03,0.81,0.59,0.4029,0.2943,0.4225,Circulation Preference,173,HUDDLE
2,1557,CONTROL,602,CONTROL,,Staff,0.2258064516129032,0.4193548387096774,0.3548387096774194,0.22,0.61,0.53,0.7,0.76,0.86,0.69,0.97,0.48,0.7,0.99,0.12,0.56,0.2,0.45,0.12,0.38,0.12,0.29,0.59,0.04,0.27,0.11,0.79,0.69,0.85,0.3157,0.6243,0.4525,Circulation Preference,349,ADMIN CORR.
2,1558,MAINT CLOSET,625,MAINT CLOSET,,Staff,0.125,0.4444444444444444,0.4305555555555555,0.98,0.93,0.75,0.4,0.78,0.43,0.13,0.64,0.2,0.15,0.55,0.8,1.0,0.63,0.16,0.1,0.58,0.51,0.27,0.39,0.49,0.46,0.81,0.52,0.55,0.78,0.4929,0.6286,0.4488,Circulation Preference,515,PUBLIC CORR.
2,1559,AV CLO.,387,AV CLO.,,Staff,0.3404255319148936,0.3510638297872341,0.3085106382978723,0.13,0.44,0.55,0.92,0.16,0.11,0.71,0.46,0.9,0.61,0.43,0.09,0.77,0.43,0.22,0.53,0.6,0.21,0.44,0.5,0.39,0.77,0.32,0.73,0.95,0.37,0.48,0.4314,0.4975,Circulation Preference,619,ADMIN CORR.
2,1560,ADMIN ENTRY,492,ADMIN ENTRY,,Staff,0.4293785310734463,0.3672316384180791,0.2033898305084745,0.68,0.4,0.42,0.39,0.96,0.55,0.52,0.97,0.07,0.96,0.29,0.21,0.74,0.87,0.87,0.8,0.45,0.86,0.64,0.58,0.54,0.55,0.19,0.61,0.56,0.56,0.5671,0.56,0.6012,Environmental Preference,45,VESTIBULE
2,1561,MULTIPATIENT CONTROL,551,MULTIPATIENT CONTROL,,Staff,0.4371584699453552,0.087431693989071,0.4754098360655737,0.88,0.39,0.22,0.98,0.92,0.05,0.87,0.88,0.22,0.07,0.74,0.77,0.69,0.44,0.26,0.42,0.69,0.15,0.54,0.4,0.06,0.07,0.41,0.79,0.21,0.12,0.3457,0.6157,0.4512,Spatial Preference,11,VESTIBULE
2,1562,ELECT,232,ELECT,,Staff,0.0414201183431952,0.3964497041420118,0.5621301775147929,0.95,0.51,0.92,0.57,0.41,0.57,0.72,0.73,0.68,0.73,0.71,0.54,0.6,0.24,0.37,0.36,0.49,0.4,0.42,0.98,0.97,0.26,0.67,0.76,0.21,0.57,0.6371,0.6643,0.5288,Spatial Preference,9,BUILDING LOBBY
2,1563,SHOWER,13,SHOWER,,Staff,0.4863387978142076,0.0218579234972677,0.4918032786885246,0.75,0.62,0.45,0.87,0.81,0.93,0.96,0.16,0.31,0.17,0.34,0.59,0.14,0.42,0.07,0.54,0.26,0.3,0.02,0.63,0.62,0.4,0.56,0.87,0.05,0.13,0.4857,0.77,0.3225,Spatial Preference,234,ADMIN CORR.
2,1564,CONTROL,565,CONTROL,,Staff,0.3581081081081081,0.4729729729729729,0.1689189189189189,0.27,0.75,0.09,0.97,0.43,0.28,0.32,0.51,0.18,0.34,0.15,0.87,0.48,0.04,0.44,0.91,0.68,0.76,0.98,0.48,0.72,0.48,0.32,0.54,0.83,0.16,0.6114,0.4443,0.4262,Circulation Preference,619,ADMIN CORR.
2,1565,HEALTH ASSESSMENT,413,HEALTH ASSESSMENT,,Staff,0.4142011834319526,0.514792899408284,0.0710059171597633,0.63,0.44,0.28,0.43,0.09,0.38,0.6,0.39,0.32,0.72,0.12,0.99,0.19,0.18,0.58,0.57,0.33,0.82,0.45,0.92,0.24,0.52,0.32,0.09,0.61,0.13,0.48,0.4071,0.4588,Circulation Preference,380,PUBLIC (ENTRY)
2,1566,WELLNESS,391,WELLNESS,,Staff,0.1611374407582938,0.4454976303317535,0.3933649289099526,0.73,0.39,0.22,0.3,0.57,0.71,0.4,0.31,0.09,0.02,0.03,0.8,0.8,0.92,0.93,0.31,0.48,0.79,0.07,0.93,0.93,0.76,0.66,0.72,0.28,0.41,0.6943,0.4743,0.4875,Circulation Preference,514,ADMIN CORR.
2,1567,PREBRIEF,537,PREBRIEF,,Staff,0.512396694214876,0.024793388429752,0.4628099173553719,0.32,0.93,0.63,0.41,0.06,0.78,0.61,0.97,0.72,0.28,0.46,0.78,0.16,0.18,0.6,0.35,0.82,0.77,0.68,0.42,0.13,0.28,0.91,0.81,0.01,0.1,0.5714,0.5343,0.4413,Environmental Preference,45,VESTIBULE
2,1568,EMERG ELEC,15,EMERG ELEC,,Staff,0.1463414634146341,0.4878048780487805,0.3658536585365853,0.21,0.55,0.9,0.5,0.87,0.7,0.81,0.05,0.37,0.22,0.38,0.59,0.58,0.49,0.72,0.57,0.27,0.83,0.97,0.74,0.14,0.14,0.12,0.16,0.66,0.19,0.4429,0.6486,0.49,Circulation Preference,237,STORAGE
2,1569,DF,607,DF,,Staff,0.3571428571428571,0.6142857142857143,0.0285714285714285,0.53,0.72,0.37,0.21,0.1,0.31,0.93,0.81,0.92,0.12,0.45,0.38,0.74,0.99,0.98,0.14,0.0,0.67,0.33,0.39,0.9,0.62,0.6,0.8,0.02,0.7,0.6157,0.4529,0.59,Circulation Preference,585,PATIENT UNIT CORRIDOR
2,1570,ELECT,585,ELECT,,Staff,0.4355555555555555,0.1422222222222222,0.4222222222222222,0.35,0.85,0.98,0.94,0.87,0.41,0.6,0.55,0.81,0.74,0.23,0.97,0.02,0.27,0.16,0.06,0.49,0.4,0.94,0.3,0.07,0.51,0.92,0.94,0.93,0.21,0.5829,0.7143,0.4075,Environmental Preference,583,EXAM SUITE CORRIDOR
2,1571,WORKRM/STOR,386,WORKRM/STOR,,Staff,0.7699115044247786,0.1504424778761061,0.079646017699115,0.02,0.71,0.3,0.53,0.32,0.16,0.3,0.71,0.89,0.2,0.21,0.37,0.46,0.84,0.16,0.16,0.62,0.12,0.53,0.71,0.75,0.79,0.95,0.26,0.3,0.17,0.5871,0.3343,0.4112,Environmental Preference,583,EXAM SUITE CORRIDOR
2,1572,SIMULATION AV EQUIPMENT,603,SIMULATION AV EQUIPMENT,,Staff,0.1793103448275862,0.2689655172413793,0.5517241379310345,0.11,0.57,0.6,0.14,0.62,0.82,0.36,0.03,0.89,0.95,0.75,0.99,0.32,0.6,0.04,0.95,0.56,0.25,0.7,0.73,0.97,0.01,0.69,0.35,0.79,0.32,0.5286,0.46,0.6862,Spatial Preference,9,BUILDING LOBBY
2,1573,SIM STAFF,606,SIM STAFF,,Staff,0.1650485436893204,0.8252427184466019,0.0097087378640776,0.76,0.31,0.8,0.01,0.16,0.66,0.27,0.09,0.23,0.85,0.73,0.15,0.39,0.4,0.75,0.22,0.65,0.12,0.52,0.81,0.48,0.2,0.26,0.75,0.07,0.07,0.4486,0.4243,0.465,Circulation Preference,380,PUBLIC (ENTRY)
2,1574,DATA,238,DATA,,Staff,0.1788079470198675,0.3112582781456953,0.5099337748344371,0.76,0.05,0.44,0.5,0.02,0.96,0.28,0.24,0.1,0.28,0.04,0.69,0.79,0.68,0.26,0.51,0.77,0.64,0.48,0.07,0.12,0.27,0.93,0.16,0.5,0.03,0.3814,0.43,0.4188,Spatial Preference,206,STAIR 03
2,1575,RECEPTION,513,RECEPTION,,Staff,0.3458646616541353,0.3270676691729323,0.3270676691729323,0.4,0.08,0.33,0.1,0.81,0.44,0.33,0.11,0.74,0.32,0.57,0.51,0.87,0.96,0.13,0.71,0.15,0.94,0.26,0.32,0.72,0.81,0.26,0.06,0.14,0.36,0.4814,0.3557,0.6012,Environmental Preference,55,STAIR
2,1576,DATA,50,DATA,,Staff,0.2975609756097561,0.4439024390243903,0.2585365853658537,0.44,0.22,0.81,0.69,0.5,0.77,0.12,0.48,0.69,0.94,0.0,0.08,0.08,0.63,0.03,0.03,0.74,0.13,0.96,0.52,0.11,0.11,0.85,0.37,0.18,0.9,0.4357,0.5071,0.31,Circulation Preference,617,EAST ATRIUM
2,1577,AV CLO.,388,AV CLO.,,Staff,0.4193548387096774,0.2073732718894009,0.3732718894009217,0.07,0.5,0.5,0.09,0.04,0.83,0.48,0.5,0.73,0.99,0.56,0.14,0.54,0.36,0.99,0.63,0.34,0.86,0.81,0.28,0.36,0.18,0.19,0.02,1.0,0.88,0.3857,0.3586,0.6175,Environmental Preference,25,HK STORAGE
2,1578,SIM: CC,544,SIM: CC,,Staff,0.3917525773195876,0.2216494845360824,0.3865979381443299,0.92,0.05,0.88,0.74,0.17,0.86,0.8,0.71,0.38,0.11,0.39,0.65,0.83,0.02,0.69,0.9,0.92,0.97,0.16,0.23,0.49,0.7,0.02,0.85,0.98,0.36,0.4886,0.6314,0.4962,Environmental Preference,514,ADMIN CORR.
2,1579,MAINT CLOSET,74,MAINT CLOSET,,Staff,0.2896825396825396,0.376984126984127,0.3333333333333333,0.47,0.48,0.52,0.33,0.66,0.36,0.16,0.57,0.29,0.38,0.53,0.48,0.8,0.93,0.26,0.29,0.64,0.21,0.67,0.42,0.05,0.78,0.05,0.78,0.96,0.21,0.4229,0.4257,0.495,Circulation Preference,619,ADMIN CORR.
2,1580,AV CLO.,223,AV CLO.,,Staff,0.4634146341463414,0.3170731707317073,0.2195121951219512,0.59,0.16,0.4,0.94,0.01,0.65,0.54,0.58,0.1,0.42,0.26,0.65,0.65,0.45,0.97,0.77,0.4,0.73,0.96,0.75,0.48,0.64,0.76,0.85,0.93,0.9,0.7386,0.47,0.5337,Environmental Preference,441,CAFE STOR
2,1581,SIM: CC,543,SIM: CC,,Staff,0.0465116279069767,0.689922480620155,0.2635658914728682,0.37,1.0,0.89,0.1,0.82,0.53,0.29,0.22,0.22,0.31,0.03,0.49,0.11,0.39,0.3,0.38,0.84,0.12,0.8,0.54,0.41,0.46,0.11,0.55,0.42,0.93,0.4271,0.5714,0.2788,Circulation Preference,209,EAST ATRIUM
2,1582,DEBRIEF,532,DEBRIEF,,Staff,0.2927927927927928,0.3783783783783784,0.3288288288288288,0.54,0.73,0.47,0.57,0.08,0.82,0.46,0.93,0.15,0.01,0.86,0.74,0.47,0.16,0.7,0.88,0.74,0.26,0.15,0.22,0.11,0.72,0.66,0.32,0.93,0.93,0.3486,0.5243,0.4962,Circulation Preference,234,ADMIN CORR.
2,1583,ANATOMAGE,258,ANATOMAGE,,Staff,0.2464788732394366,0.1197183098591549,0.6338028169014085,0.05,0.37,0.22,0.55,0.21,0.6,0.85,0.75,0.79,0.42,0.83,0.24,0.88,0.45,0.48,0.84,0.7,0.45,0.9,0.91,0.36,0.19,0.91,0.79,0.58,0.51,0.6443,0.4071,0.6162,Spatial Preference,9,BUILDING LOBBY
2,1584,AV CLO.,408,AV CLO.,,Staff,0.2922077922077922,0.461038961038961,0.2467532467532467,0.2,0.75,0.48,0.04,0.97,0.08,0.14,0.75,0.14,0.46,0.79,0.02,0.07,0.57,0.64,0.15,0.68,0.29,0.12,0.14,0.97,0.6,0.31,0.25,0.81,0.9,0.3829,0.38,0.355,Circulation Preference,433,HUDDLE
2,1585,CONTROL,566,CONTROL,,Staff,0.2317073170731707,0.048780487804878,0.7195121951219512,0.58,0.28,0.57,0.06,0.67,0.05,0.48,0.14,0.81,0.14,0.45,0.73,0.01,0.48,0.22,0.38,0.96,0.18,0.61,0.28,0.98,0.37,0.68,0.42,0.69,0.92,0.5029,0.3843,0.4025,Spatial Preference,27,STAIR
2,1586,RESOURCE CENTER,266,RESOURCE CENTER,,Staff,0.5028571428571428,0.4457142857142857,0.0514285714285714,0.0,0.07,0.79,0.1,0.5,0.98,0.18,0.84,0.54,0.69,0.73,0.76,0.66,0.83,0.07,0.93,0.5,0.47,1.0,0.25,0.1,0.09,0.97,0.61,0.65,0.53,0.4986,0.3743,0.6512,Environmental Preference,40,STUDENT SEATING
2,1587,RECEIVING/LOADING,39,RECEIVING/LOADING,,Staff,0.4782608695652173,0.2657004830917874,0.2560386473429951,0.06,0.39,0.41,0.9,0.45,0.95,0.01,0.05,0.71,0.5,0.37,0.9,0.06,0.31,0.3,0.22,0.26,0.22,0.28,0.24,0.95,0.49,0.12,0.36,0.52,0.46,0.38,0.4529,0.4212,Environmental Preference,25,HK STORAGE
2,1588,MAINT CLOSET,625,MAINT CLOSET,,Staff,0.2556818181818182,0.3068181818181818,0.4375,0.72,0.28,0.17,0.26,0.16,0.08,0.27,0.49,0.34,0.31,0.17,0.3,0.46,0.1,0.07,0.63,0.24,0.39,0.68,0.93,0.82,0.21,0.26,0.86,0.05,0.04,0.5929,0.2771,0.2975,Spatial Preference,619,ADMIN CORR.
2,1589,DEAN,616,DEAN,,Staff,0.7263157894736841,0.2,0.0736842105263158,0.96,0.99,0.52,0.5,0.9,0.26,0.69,0.22,0.82,0.91,0.01,0.35,0.17,0.65,0.18,0.85,0.55,0.48,0.35,0.3,0.98,0.76,0.83,0.6,0.89,0.23,0.6143,0.6886,0.4925,Environmental Preference,291,HUDDLE
2,1590,WORKRM/STOR,386,WORKRM/STOR,,Staff,0.6638655462184875,0.0,0.3361344537815126,0.87,0.03,0.74,0.86,0.37,0.06,0.45,0.02,0.24,0.03,0.19,0.16,0.27,0.48,0.94,0.59,0.11,0.26,0.65,0.15,0.41,0.61,0.32,0.19,0.39,0.49,0.37,0.4829,0.3625,Environmental Preference,25,HK STORAGE
2,1591,ADMIN ENTRY,380,ADMIN ENTRY,,Staff,0.0727272727272727,0.7272727272727273,0.1999999999999999,0.08,0.49,0.58,0.8,0.64,0.53,0.76,0.55,0.27,0.91,1.0,0.57,0.64,0.72,0.12,0.73,0.66,0.18,0.44,0.48,0.44,0.83,0.56,0.09,0.12,0.94,0.4314,0.5543,0.62,Circulation Preference,600,PUBLIC CORR.
2,1592,DEBRIEF,549,DEBRIEF,,Staff,0.4720496894409938,0.1118012422360248,0.4161490683229814,0.85,0.37,0.04,0.16,0.35,0.05,0.43,0.28,0.66,0.74,0.57,0.57,0.46,0.69,0.99,0.24,0.33,0.58,0.73,0.17,0.52,0.24,0.45,0.71,0.22,0.95,0.4857,0.3214,0.615,Environmental Preference,55,STAIR
2,1593,VENDING / TRASH+RECYCLING,501,VENDING / TRASH+RECYCLING,,Staff,0.2037037037037037,0.1296296296296296,0.6666666666666666,0.94,0.39,0.05,0.23,0.56,0.38,0.34,0.13,0.52,0.74,0.53,0.21,0.13,0.9,0.59,0.93,0.3,0.25,0.39,0.59,0.79,0.17,0.44,0.25,0.78,0.58,0.4114,0.4129,0.5688,Spatial Preference,9,BUILDING LOBBY
2,1594,ATTIC STOCK,19,ATTIC STOCK,,Staff,0.0615384615384615,0.7230769230769231,0.2153846153846154,0.69,0.14,0.42,0.7,0.89,0.88,0.87,0.26,0.33,0.94,0.55,0.8,0.14,0.17,0.91,0.79,0.29,0.22,0.13,0.99,0.09,0.69,0.76,0.56,0.72,0.5,0.4914,0.6557,0.5788,Circulation Preference,237,STORAGE
2,1595,MDF,20,MDF,,Staff,0.2073170731707317,0.1097560975609756,0.6829268292682927,0.48,0.53,0.32,0.63,0.72,0.5,0.56,0.49,0.99,0.54,0.85,0.77,0.02,0.93,0.04,0.06,0.28,0.94,0.35,0.34,0.93,0.21,0.08,0.13,0.83,0.62,0.4257,0.5343,0.525,Spatial Preference,9,BUILDING LOBBY
2,1596,EMERG ELEC,15,EMERG ELEC,,Staff,0.4863387978142076,0.0655737704918032,0.448087431693989,0.73,0.86,0.43,0.84,0.83,0.14,0.29,0.69,0.95,0.57,0.09,0.31,0.89,0.44,0.77,0.65,0.96,0.4,0.69,0.85,0.33,0.3,0.93,0.67,0.83,0.64,0.5957,0.5886,0.5838,Environmental Preference,9,BUILDING LOBBY
2,1597,DF,506,DF,,Staff,0.4745762711864406,0.3305084745762711,0.1949152542372881,0.61,0.63,0.45,0.01,0.08,0.24,0.86,0.8,0.79,0.52,0.57,0.97,0.19,0.09,0.92,0.35,0.38,0.02,0.92,0.6,0.37,0.76,0.73,0.86,0.15,0.03,0.6086,0.4114,0.55,Environmental Preference,9,BUILDING LOBBY
2,1598,CLO.,404,CLO.,,Staff,0.3464912280701754,0.3640350877192982,0.2894736842105262,0.63,0.21,0.34,0.88,0.1,0.6,0.73,0.66,0.82,0.83,0.87,0.12,0.89,0.21,0.08,0.16,0.43,0.06,0.6,0.29,0.96,0.06,0.15,0.58,0.24,0.47,0.3857,0.4986,0.4975,Circulation Preference,400,ADMIN CORR.
2,1599,CONTROL,566,CONTROL,,Staff,0.0161290322580645,0.467741935483871,0.5161290322580645,0.8,0.45,0.39,0.05,0.7,0.02,0.71,0.71,0.97,0.83,0.18,0.83,0.8,0.28,0.4,0.91,0.14,0.66,0.14,0.63,0.31,0.51,0.7,0.19,0.49,0.54,0.4486,0.4457,0.65,Spatial Preference,9,BUILDING LOBBY
2,1600,CLO.,67,CLO.,,Staff,0.3314917127071823,0.5303867403314917,0.1381215469613259,0.01,0.57,0.65,0.21,0.42,0.26,0.61,0.82,0.88,0.08,0.22,0.11,0.38,0.48,0.83,0.54,0.03,0.66,0.28,0.88,0.25,0.82,0.92,0.98,0.55,0.43,0.6843,0.39,0.44,Circulation Preference,435,WORKROOM / STORAGE
2,1601,MDF,20,MDF,,Staff,0.4354066985645933,0.3205741626794259,0.2440191387559808,0.29,0.19,0.77,0.4,0.96,0.1,0.63,0.08,0.94,0.25,0.03,0.65,0.44,0.06,0.46,0.37,0.28,0.84,0.09,0.3,0.91,0.23,0.73,0.02,0.53,0.3,0.4457,0.4771,0.4,Environmental Preference,25,HK STORAGE
2,1602,WORKRM/STOR,500,WORKRM/STOR,,Staff,0.1845238095238095,0.3869047619047619,0.4285714285714285,0.85,0.81,0.93,0.3,0.15,0.39,0.42,0.9,0.75,0.63,0.34,0.43,0.1,0.38,0.77,0.76,0.38,0.15,0.4,0.42,0.66,0.87,0.66,0.25,0.56,0.15,0.4871,0.55,0.52,Spatial Preference,9,BUILDING LOBBY
2,1603,CLO.,67,CLO.,,Staff,0.5899280575539567,0.1654676258992805,0.2446043165467626,1.0,0.39,0.68,0.9,0.39,0.55,0.55,0.68,0.59,0.73,0.07,0.55,0.15,0.04,0.39,0.47,0.3,0.46,0.83,0.07,0.73,0.98,0.94,0.66,0.47,0.61,0.6671,0.6371,0.3738,Environmental Preference,378,PUBLIC (STAIR)
2,1604,MAIN FIRE PUMP,16,MAIN FIRE PUMP,,Staff,0.3687150837988827,0.0782122905027933,0.553072625698324,0.76,0.7,0.6,0.62,0.22,0.53,0.62,0.68,0.19,0.69,0.34,0.35,0.89,0.57,0.45,0.52,0.53,0.63,0.36,0.6,0.13,0.69,0.37,0.2,0.01,0.38,0.4257,0.5786,0.5,Spatial Preference,268,SEMINAR
2,1605,CL STO.,73,CL STO.,,Staff,0.1489361702127659,0.4521276595744681,0.398936170212766,0.77,0.24,0.17,0.87,0.91,0.66,0.09,0.36,0.33,0.63,0.6,0.93,0.35,0.03,0.93,0.0,0.3,0.16,0.91,0.18,0.28,0.81,0.87,0.57,0.37,0.18,0.54,0.53,0.475,Circulation Preference,234,ADMIN CORR.
2,1606,A/V CLOSET,224,A/V CLOSET,,Staff,0.5507246376811594,0.1449275362318841,0.3043478260869565,0.59,0.37,0.65,0.22,0.65,0.2,0.1,0.5,0.58,0.72,0.15,0.73,0.74,0.13,0.4,0.44,0.73,0.58,0.35,0.46,0.97,0.92,0.41,0.68,0.86,0.4,0.6243,0.3971,0.4862,Environmental Preference,584,SP STORAGE
2,1607,DEAN,616,DEAN,,Staff,0.0489130434782608,0.5000000000000001,0.4510869565217391,0.13,0.84,0.36,0.82,0.88,0.75,0.31,0.79,0.69,0.03,0.83,0.81,0.93,0.11,0.84,0.82,0.24,0.07,0.39,0.25,0.62,0.51,0.2,0.0,0.26,0.32,0.2914,0.5843,0.6325,Circulation Preference,233,ADMIN CORR.
2,1608,CAREER CENTER,244,CAREER CENTER,,Staff,0.6444444444444444,0.274074074074074,0.0814814814814814,0.2,0.87,0.81,0.31,0.68,0.94,0.39,0.72,0.81,0.63,0.75,0.56,0.33,0.51,0.61,0.63,0.43,0.5,0.3,0.42,0.92,0.52,0.08,0.9,0.9,0.51,0.52,0.6,0.6038,Environmental Preference,423,SEMINAR
2,1609,CONTROL,565,CONTROL,,Staff,0.1531100478468899,0.4641148325358852,0.3827751196172249,0.07,0.97,0.06,0.79,0.96,0.52,0.72,0.6,0.65,0.12,0.67,0.54,0.67,0.83,0.97,0.93,0.4,0.07,0.81,0.21,0.81,0.33,0.17,0.63,0.93,0.12,0.4329,0.5843,0.6725,Circulation Preference,233,ADMIN CORR.
2,1610,AV CLO.,59,AV CLO.,,Staff,0.3167701863354037,0.4906832298136646,0.1925465838509316,0.22,0.47,0.37,0.76,0.65,0.52,0.7,0.04,0.25,0.45,0.7,0.18,0.06,0.17,0.99,0.13,0.48,0.06,0.67,0.15,0.25,0.58,0.27,0.89,0.84,0.87,0.41,0.5271,0.3662,Circulation Preference,234,ADMIN CORR.
2,1611,DF,506,DF,,Staff,0.2710843373493976,0.4518072289156626,0.2771084337349397,0.48,0.56,0.08,0.33,0.67,0.17,0.28,0.87,0.25,0.3,0.37,0.39,0.72,0.6,0.2,0.79,0.56,0.06,0.97,0.15,0.92,0.54,0.03,0.83,0.47,0.01,0.5,0.3671,0.4525,Circulation Preference,399,ADMIN CORR.
2,1612,WORKRM/STOR,216,WORKRM/STOR,,Staff,0.3666666666666667,0.5933333333333334,0.04,0.83,0.87,0.49,0.02,0.7,0.99,0.36,0.51,0.21,0.09,0.01,0.37,0.09,0.83,0.86,0.74,0.93,0.2,0.03,0.12,0.87,0.27,0.69,0.22,0.76,0.69,0.3429,0.6086,0.4,Circulation Preference,375,PUBLIC CORR.
2,1613,MACH RM,8,MACH RM,,Staff,0.0735294117647058,0.2426470588235294,0.6838235294117647,0.62,0.85,0.51,0.53,0.99,0.81,0.09,0.49,0.46,0.4,0.24,0.36,0.04,0.12,0.96,0.42,0.85,0.06,0.08,0.7,0.3,0.3,0.22,0.16,0.18,0.66,0.26,0.6286,0.375,Spatial Preference,254,ADL STORAGE
2,1614,JAN,337,JAN,,Staff,0.5208333333333334,0.1666666666666666,0.3125,0.22,0.5,0.95,0.67,0.28,0.45,0.15,0.89,0.31,0.31,0.69,0.04,0.03,0.05,0.91,0.48,0.12,0.21,0.12,0.6,0.95,0.56,0.17,0.65,0.09,0.09,0.4657,0.46,0.3525,Environmental Preference,606,PATIENT UNIT CORRIDOR
2,1615,SIM: CC,544,SIM: CC,,Staff,0.2718446601941748,0.3689320388349514,0.3592233009708738,0.7,0.88,0.75,0.16,0.88,0.85,0.72,0.63,0.02,0.64,0.1,0.33,0.3,0.15,0.85,0.42,0.82,0.59,0.07,0.61,0.99,0.52,0.83,0.96,0.91,0.01,0.6529,0.7057,0.3512,Circulation Preference,231,PUBLIC CORR.
